O,encontrou
P,tardetenho duvida tenho vitoria fazer viagem como acumulo milhas cartao
O,maravilha fico muito feliz fazer disso tudo parabéns para nós todos
O,qualquer quinzena maio
P,tarde preciso reservar cadeira rodas paris porto
O,tubo portugal
O,never ever
R,noite efetuei reclamação numero reclamação endereço email eaté momento obtive repsosta agradeço reforcem pedido resolução
O,obrigada
O,muito
O,isso vrgonha mais portugueses brasil mais nossa populacao aqui
O,queria factura contribuinte empresa
P,tarde setembro comprei passagem londres portugal para abril até hoje não recebi email confirmação tenho número reserva porque fotografei momento compra seria possível mandarem email obrigado
S,viajei duas mais vezes voos tinham muitas poltronas vazias penso existissem ofertas relâmpagos estes lugares seriam facilmente preenchidos
O,espantoso mais comentarios pessoas norte sinal para porque significa abandonaram sorte
S,existem ofertas ultima hora
O,obrigada
O,não umas promoções saindo belém
O,fostes
O,porque
O,sophie câmara gomes espero lisboa
O,francelina graça faça viagens norte
O,portugal lisboa
O,eleuterio rosasrio neste momento portela
O,muito obrigada pela atenção fiquei esclarecida
P,tarde estava fazer reserva quando retroceder reserva mantém gostaria efectuar pagamento como poderei fazer mais questão gostaria adicionar bagagem extra desta não apresentada essa opção obrigada
O,ahhaha sabes não passa aqui pelo menos tres nevões ahahaha
O,fechem olhos norte
O,estes datap querem turistas lisboa depois querem fazer outro aeroporto para roubar dinheiro povo norte
R,estou brasil tenho passagem para terçafeira março
P,olá portugal verdade deixará campinas
O,olá portugal verdade deixará campinas brasil
P,tarde para anulação passagem precisa pagar alguma coisa
O,agradeço desde rapidez processo
O,hehehe olha miúdo neva
O,primeiro entregue azul outubro aposto mais antigos foram vieram parar
O,vanda asim fala
O,terri crispin senhor estudar línguas culturas saiunos tão burro
P,apaixonada pela essa noticia azul fazer rota lisboa como ficam voos fazem essa linha
O,ainda não efetuei pagamento devido preço opção passar noite aeroporto mais barata
O,iban
O,ahahaha acredito tava brincar
R,pariu tras aerea portela
E,hahaha acaso até acho boas condições para estudantes erasmus termos preçoserviço
R,gostaria cancelar
O,reserva
O,catarina silva santos
O,caixa geral depositos
P,estou querendo portugal gostaria saber quantas malas posso levar qual peso
R,realmente estes capitalistas não têm respeito nenhum pelas pessoas ahahah
R,tão mais simples seja têm apps inuteis têm dão
E,sorte bons voos
S,para marselha frança não descontos também gostava viajar tapa partir porto
O,comecam eleja desmascarar
O,eles desmascarar sedigo
R,quero viajar novamente
O,parece osenhor bastante zangado pois portuguesa norte muit orgulho emojifeliz
P,portugal desculpe perguntamas essas aeronaves vieram brasilcomo tiveram autonomia vôo para chegar lisboa
R,rota lisboa porto fokker sinceramente achei aeronave pouco desgastada visualmente então adição aeronaves novas menor número horas deverá benefica parabéns pela aquisição
E,estes aviões são novos
E,atrs são mesmo novos
R,suficiente carregado ainda tenho andar agora imprimir boarding pass andar papeis
R,ipad segundo loja aplicação não está disponível pelo fosso link isso tudo mesma
R,obrigado pela resposta entanto tenho windows mobile não
P,recebi reembolso valor invés valor original bilhete podem verificar urgencia favor
O,lídia rodrigues
